trajectory_id,condition_id,split,time_s,cumulative_ablation_depth_mm,ablation_rate_m_s,failure_depth_mm,solid_temperature_K,heat_flux_W_m2,pressure_Pa,reached_failure,T_in_K,p_ch0_Pa,mdot_factor,k_ab_factor,dt0_mm
SIM_T001,C211,train,21.00000000000003,0.29903854979284517,9.104312997737427e-06,0.5,1011.7380463158565,515145.7286548778,1398608.1558120898,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,22.000000000000043,0.3080443271432641,8.926850157011886e-06,0.5,1015.5241092644561,505417.65418630413,1396442.1777167248,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,23.000000000000057,0.3168786216266721,8.760087870904323e-06,0.5,1019.0788262455085,496284.0100879746,1394276.1996213598,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,24.00000000000007,0.32555153427303185,8.60295985131382e-06,0.5,1022.425296693993,487685.44366905646,1392110.2215259948,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,25.000000000000085,0.3340721814743541,8.454544190636532e-06,0.5,1025.5834894603038,479570.6460986289,1389944.2434306296,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,26.0000000000001,0.34244882553849937,8.314039047208608e-06,0.5,1028.5707702809061,471894.9970996838,1387778.2653352648,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,27.000000000000114,0.35068898369417323,8.180743168690012e-06,0.5,1031.402324263592,464619.4793971736,1385612.2872398996,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,28.000000000000128,0.358799519753002,8.05404015337999e-06,0.5,1034.0914972631906,457709.8015724428,1383446.3091445346,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,29.000000000000142,0.36678672169578247,7.933385628665863e-06,0.5,1036.6500739623143,451135.68355049094,1381280.3310491699,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,30.000000000000156,0.37465636774530336,7.818296727248736e-06,0.5,1039.0885060989017,444870.2701822163,1379114.3529538047,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,31.00000000000017,0.38241378295343365,7.708343388922885e-06,0.5,1041.4161010885707,438889.6465899555,1376948.3748584397,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,32.000000000000185,0.39006388792039765,7.6031411243818736e-06,0.5,1043.6411789304782,433172.4350067578,1374782.3967630747,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,33.0000000000002,0.397611240947183,7.502344958681956e-06,0.5,1045.7712035239,427699.457365864,1372616.4186677097,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,34.00000000000021,0.40506007467471433,7.405644333189063e-06,0.5,1047.8128931945841,422453.45130949916,1370450.4405723447,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,35.00000000000023,0.41241432806889905,7.312758791407359e-06,0.5,1049.7723142192037,417418.8298830808,1368284.4624769795,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,36.00000000000024,0.4196776744564767,7.22343430983788e-06,0.5,1051.6549603604044,412581.4771744188,1366118.4843816147,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,37.000000000000256,0.42685354619354415,7.137440162681169e-06,0.5,1053.4658208245805,407928.57370005443,1363952.5062862495,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,38.00000000000027,0.43394515644974485,7.054566230772269e-06,0.5,1055.2094385863675,403448.44654377847,1361786.5281908845,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,39.000000000000284,0.4409555185111483,6.97462068208018e-06,0.5,1056.8899606561804,399130.44019703544,1359620.5500955197,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,40.0000000000003,0.44788746293980575,6.897427964502866e-06,0.5,1058.5111815764087,394964.8047979135,1357454.5720001545,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,41.00000000000031,0.45474365287475976,6.822827062351803e-06,0.5,1060.0765812005275,390942.59905985586,1355288.5939047895,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,42.00000000000033,0.4615265977155291,6.750669976457513e-06,0.5,1061.5893576241638,387055.6056571498,1353122.6158094245,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,43.00000000000034,0.46823866539292613,6.680820394702475e-06,0.5,1063.0524559880084,383296.2572174748,1350956.6377140596,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,44.000000000000355,0.47488209340202553,6.613152525354407e-06,0.5,1064.4685937517047,379657.5713820762,1348790.6596186946,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,45.00000000000037,0.48145899874704484,6.547550070103517e-06,0.5,1065.8402829395664,376133.09364665154,1346624.6815233296,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,46.000000000000384,0.48797138692689984,6.48390531741284e-06,0.5,1067.169849778599,372716.8469025662,1344458.7034279646,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,47.0000000000004,0.49442116007253006,6.42211833983611e-06,0.5,1068.4594520832454,369403.286767734,1342292.7253325994,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T001,C211,train,47.90000000000041,0.5001739147040187,6.368021576651221e-06,0.5,1069.5875844103048,366504.61460167874,1340343.345046771,1,1212.2272759871762,1443985.3969099862,1.0554621522328795,1.0237197236455713,17.1786549078074
SIM_T002,C111,train,0.9999999999999999,0.02186507668514726,1.835058343610574e-05,0.5,553.1622584367823,1475255.369826605,1364886.2551108187,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,2.0000000000000004,0.03804565648533928,1.4790802357626002e-05,0.5,646.0419501723557,1189789.7028723764,1362836.0041204914,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,3.0000000000000013,0.051681541266145166,1.2831043948984984e-05,0.5,697.1314478376967,1032766.1678792343,1360785.7531301638,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,4.000000000000002,0.06376307440591496,1.1537373279749202e-05,0.5,730.8281666744443,929199.3263323533,1358735.5021398365,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,4.999999999999998,0.07476155197832113,1.0597616022674552e-05,0.5,755.2858450011022,854028.6692682828,1356685.2511495089,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,5.999999999999995,0.08494652082269208,9.873044208605686e-06,0.5,774.1274010036017,796119.1602012009,1354635.0001591817,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,6.999999999999991,0.09448979934379216,9.291137878695184e-06,0.5,789.2464340719944,749650.8227431135,1352584.749168854,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,7.999999999999988,0.10350913130987625,8.809722267250416e-06,0.5,801.7440268986788,711239.4800165587,1350534.4981785268,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,8.999999999999984,0.11208951047122313,8.402337235251926e-06,0.5,812.3108906764828,678762.2316581863,1348484.247188199,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,9.99999999999998,0.12029474629112727,8.051409567136106e-06,0.5,821.4056876723926,650809.379514338,1346433.9961978719,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,10.999999999999977,0.1281742391340715,7.744738720574907e-06,0.5,829.3468072392947,626402.3541337752,1344383.7452075444,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,11.999999999999973,0.13576719179664035,7.4735472891361635e-06,0.5,836.3632746481981,604837.2465077982,1342333.494217217,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,12.99999999999997,0.14310535403984123,7.231333374221229e-06,0.5,842.6247170351675,585592.7077535087,1340283.2432268895,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,13.999999999999966,0.1502148813907816,7.013161621149502e-06,0.5,848.2598738264373,568273.0573352958,1338232.992236562,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,14.999999999999963,0.15711763509831717,6.815207350317856e-06,0.5,853.368498128746,552571.7041500488,1336182.7412462346,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,15.99999999999996,0.16383211626545002,6.634453351796556e-06,0.5,858.0292719012018,538246.8192520157,1334132.4902559072,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,16.99999999999997,0.17037415290521857,6.4684822986089345e-06,0.5,862.3052245750489,525104.6817287818,1332082.2392655797,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,17.999999999999986,0.17675741557003288,6.3153310185329125e-06,0.5,866.2475366854492,512987.98824167246,1330031.9882752523,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,19.0,0.18299381122454922,6.173385924521194e-06,0.5,869.8982690129759,501767.4650113006,1327981.7372849246,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,20.000000000000014,0.18909378884403388,6.041306514144126e-06,0.5,873.2923590001328,491335.73183280503,1325931.4862945974,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,21.00000000000003,0.19506657983707837,5.917968433277881e-06,0.5,876.4591064878744,481602.73566570505,1323881.2353042697,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,22.000000000000043,0.20092038955949412,5.802420443696788e-06,0.5,879.4232965457496,472492.2996162455,1321830.9843139423,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,23.000000000000057,0.20666255158745303,5.693851445574819e-06,0.5,882.2060598752936,463939.478488182,1319780.7333236148,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,24.00000000000007,0.21229965325880248,5.591564886615242e-06,0.5,884.8255404394682,455888.5068241648,1317730.4823332874,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,25.000000000000085,0.2178376387811485,5.4949586755114224e-06,0.5,887.2974194509636,448291.1884280657,1315680.23134296,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,26.0000000000001,0.22328189463291975,5.403509250706793e-06,0.5,889.6353309306637,441105.61914632656,1313629.9803526325,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,27.000000000000114,0.22863732084803015,5.316758823539253e-06,0.5,891.8511944379068,434295.16422173934,1311579.729362305,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,28.000000000000128,0.23390839094321172,5.2343050730179775e-06,0.5,893.9554838351656,427827.63224539085,1309529.4783719776,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,29.000000000000142,0.23909920263041035,5.15579275317651e-06,0.5,895.9574461548546,421674.6024696864,1307479.2273816501,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,30.000000000000156,0.24421352099393073,5.08090680641136e-06,0.5,897.8652811784593,415810.87287202047,1305428.9763913227,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,31.00000000000017,0.24925481546107622,5.0093666729234295e-06,0.5,899.6862898141001,410214.00411644194,1303378.725400995,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,32.000000000000185,0.25422629162617305,4.94092155779418e-06,0.5,901.4269974948036,404863.94028915156,1301328.4744106678,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,33.0000000000002,0.259130918779978,4.87534647052812e-06,0.5,903.0932574287666,399742.6915588903,1299278.22342034,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,34.00000000000021,0.2639714538343161,4.8124388920687e-06,0.5,904.6903374844595,394834.0671356348,1297227.9724300127,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,35.00000000000023,0.2687504622042894,4.752015954858814e-06,0.5,906.2229936958424,390123.4493523676,1295177.7214396852,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,36.00000000000024,0.2734703361093731,4.693912044971694e-06,0.5,907.6955327609453,385597.60157573526,1293127.4704493578,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,37.000000000000256,0.27813331067409736,4.63797675348315e-06,0.5,909.111865433606,381244.5041065788,1291077.2194590303,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,38.00000000000027,0.28274147814425105,4.584073118401727e-06,0.5,910.4755523390811,377053.213365687,1289026.9684687026,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,39.000000000000284,0.2872968004821891,4.5320761095805155e-06,0.5,911.7898434544538,373013.74055078963,1286976.7174783754,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,40.0000000000003,0.29180112056224095,4.481871317814806e-06,0.5,913.0577122656913,369116.9466548669,1284926.4664880477,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,41.00000000000031,0.29625617215240013,4.433353816316293e-06,0.5,914.2818854309389,365354.45129603444,1282876.2154977203,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,42.00000000000033,0.3006635888398371,4.386427168346483e-06,0.5,915.4648686337657,361718.55325761257,1280825.9645073928,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,43.00000000000034,0.3050249120341209,4.34100255929469e-06,0.5,916.6089691926178,358202.1609979867,1278775.7135170654,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,44.000000000000355,0.3093415981623825,4.296998035130453e-06,0.5,917.7163158976755,354798.73168204085,1276725.462526738,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,45.00000000000037,0.3136150251542697,4.2543378321262715e-06,0.5,918.7888764689459,351502.217523723,1274675.2115364105,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,46.000000000000384,0.31784649830080686,4.212951785171746e-06,0.5,919.8284729661682,348307.01842371153,1272624.960546083,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,47.0000000000004,0.3220372555597259,4.172774803993131e-06,0.5,920.8367954291342,345207.94004589994,1270574.7095557554,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,48.00000000000041,0.3261884723700784,4.13374640823678e-06,0.5,921.8154139841388,342200.1566082298,1268524.458565428,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,49.000000000000426,0.33030126603066623,4.095810313738442e-06,0.5,922.7657896167179,339279.17777268804,1266474.2075751005,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,50.00000000000044,0.3343766996897935,4.058914063434767e-06,0.5,923.6892837812513,336440.8191102002,1264423.956584773,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,51.000000000000455,0.3384157859878321,4.023008697321628e-06,0.5,924.5871669932787,333681.1756921521,1262373.7055944456,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,52.00000000000047,0.34241949038894776,3.9880484566588826e-06,0.5,925.4606265296511,330996.59842398093,1260323.4546041181,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,53.00000000000048,0.3463887342339108,3.9539905182906325e-06,0.5,926.3107733441824,328383.67278992396,1258273.2036137907,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,54.0000000000005,0.35032439754210226,3.92079475551533e-06,0.5,927.1386482917292,325839.1997233147,1256222.952623463,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,55.00000000000051,0.3542273215875325,3.888423522419318e-06,0.5,927.9452277411327,323360.178355209,1254172.7016331358,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,56.000000000000526,0.3580983112708299,3.856841458994637e-06,0.5,928.7314286468389,320943.7904267649,1252122.450642808,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,57.00000000000054,0.3619381373066765,3.826015314709506e-06,0.5,929.4981131399536,318587.38617863785,1250072.199652481,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,58.000000000000554,0.3657475382439999,3.795913788496909e-06,0.5,930.2460926917449,316288.47155445785,1248021.9486621532,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,59.00000000000057,0.369527222334343,3.766507383381757e-06,0.5,930.9761318959605,314044.6965758818,1245971.6976718258,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,60.00000000000058,0.373277869262174,3.7377682741862574e-06,0.5,931.6889519106104,311853.8447642751,1243921.4466814983,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,61.0000000000006,0.3770001317494469,3.709670186942316e-06,0.5,932.3852335949396,309713.8234992292,1241871.1956911709,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,62.00000000000061,0.3806946370454424,3.68218828880324e-06,0.5,933.0656203730514,307622.6552172167,1239820.9447008434,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,63.000000000000625,0.38436198831179147,3.655299087388829e-06,0.5,933.7307208519488,305578.4693650438,1237770.693710516,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,64.00000000000064,0.38800276591158683,3.6289803386209835e-06,0.5,934.3811112185534,303579.4950326142,1235720.4427201885,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,65.00000000000058,0.3916175286106055,3.6032109622143076e-06,0.5,935.0173374374641,301624.0541981186,1233670.191729861,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,66.00000000000053,0.3952068146978815,3.577970964079809e-06,0.5,935.6399172687793,299710.55552626017,1231619.9407395336,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,67.00000000000047,0.3987711430321724,3.553241364981523e-06,0.5,936.2493421231757,297837.48866667115,1229569.6897492064,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,68.00000000000041,0.4023110140202454,3.5290041348579474e-06,0.5,936.846078769559,296003.41900544945,1227519.4387588792,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,69.00000000000036,0.40582691053235015,3.5052421322829034e-06,0.5,937.4305709089692,294206.9828277619,1225469.1877685518,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,70.0000000000003,0.4093192987597596,3.4819390485962462e-06,0.5,938.0032406269676,292446.8828539344,1223418.9367782245,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,71.00000000000024,0.4127886290188102,3.4590793562835114e-06,0.5,938.5644897354646,290721.8841153436,1221368.685787897,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
SIM_T002,C111,train,72.00000000000018,0.41623533650548106,3.436648261226955e-06,0.5,939.1147010138203,289030.81013989676,1219318.4347975699,1,1033.1543550089923,1366833.9935516298,1.209899305379384,0.7275896374645355,12.11281539937824
